rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,time/iterations,time/fps,time/total_timesteps,train/policy_gradient_loss,train/learning_rate,train/approx_kl,train/n_updates,train/clip_fraction,train/clip_range,train/entropy_loss,train/value_loss,train/explained_variance,train/loss,train/min_reward,train/max_reward,train/mean_reward,eval/mean_reward,train/std_reward
0.64134214,116.23,7574,143,38,292864,-0.0741289971061633,0.0001,0.39893803,1420,0.422607421875,0.2,-0.4668511820025742,0.002117980268849351,0.6934295892715454,-0.1113947331905365,,,,,
0.6382528900000001,118.87,7624,144,38,294912,-0.06786987379891798,0.0001,0.35207233,1430,0.411083984375,0.2,-0.4164761608466506,0.003340155455407512,0.5314439237117767,-0.09314551949501038,,,,,
0.5970072499999999,114.45,7672,145,38,296960,-0.06786609929840778,0.0001,0.52950966,1440,0.3935546875,0.2,-0.37620385489426555,0.0029071891556668563,0.5830382704734802,-0.09938749670982361,,,,,
0.60257213,112.9,7721,146,38,299008,-0.06354937802825589,0.0001,0.41740814,1450,0.396435546875,0.2,-0.41131498496979474,0.0041026565173524435,0.5554310977458954,-0.09299441426992416,,,,,
,,,,,,-0.0694162524829153,0.0001,0.3853606,1460,0.3845703125,0.2,-0.42460952876135705,0.0027297980874209315,0.6344523131847382,-0.08991385996341705,0.087218,1.048117,0.6095527999999999,0.6944844357134571,0.29722516243989167
0.60551982,108.89,7835,147,38,301056,,,,,,,,,,,,,,,
0.61450944,111.1,7886,148,38,303104,-0.07424654407659545,0.0001,0.37088513,1470,0.407080078125,0.2,-0.45120497345924376,0.002740933798122569,0.7367387413978577,-0.1089061051607132,,,,,
0.6602647699999998,121.07,7935,149,38,305152,-0.07469787523150444,0.0001,0.36455327,1480,0.417724609375,0.2,-0.5050736994482576,0.002407485866206116,0.781085655093193,-0.10433938354253769,,,,,
0.6853462599999999,124.68,7985,150,38,307200,-0.0760545649449341,0.0001,0.30616868,1490,0.42109375,0.2,-0.5252449575811624,0.0020851156152275506,0.8088681995868683,-0.11333301663398743,,,,,
0.70994276,130.51,8035,151,38,309248,-0.07079132141079754,0.0001,0.33421808,1500,0.420361328125,0.2,-0.48652415787801145,0.002493767039413797,0.7504963874816895,-0.08963683992624283,,,,,
0.7495035400000001,139.74,8085,152,38,311296,-0.07868644618429244,0.0001,0.3334835,1510,0.425341796875,0.2,-0.5076653784140944,0.002484615818866587,0.7364659607410431,-0.10466864705085754,,,,,
0.7385664400000002,142.18,8133,153,38,313344,-0.07360461483767722,0.0001,0.37096643,1520,0.430712890625,0.2,-0.5149910559877753,0.0026081128049554535,0.7408494353294373,-0.08308248221874237,,,,,
0.7456519199999999,144.92,8182,154,38,315392,-0.07754952001560014,0.0001,0.38428912,1530,0.424658203125,0.2,-0.471786149777472,0.002862026771072124,0.636563241481781,-0.10823841392993927,,,,,
0.72524699,137.74,8231,155,38,317440,-0.06530332643014844,0.0001,0.46042156,1540,0.401416015625,0.2,-0.448754627071321,0.002510577778411971,0.687933087348938,-0.08386263996362686,,,,,
0.72260463,130.24,8280,156,38,319488,-0.07145902618940454,0.0001,0.4561279,1550,0.4009765625,0.2,-0.44655602853745224,0.0034699110527071754,0.6723958849906921,-0.09020206332206726,,,,,
0.7289490200000001,132.77,8330,157,38,321536,-0.06983808746153955,0.0001,0.4074884,1560,0.398681640625,0.2,-0.4263382392935455,0.0029439118423397305,0.6832583844661713,-0.07191550731658936,,,,,
0.72800403,134.38,8382,158,38,323584,-0.07873066269385162,0.0001,0.38925782,1570,0.44091796875,0.2,-0.5081059464253486,0.0023856400623117223,0.775395467877388,-0.12084323167800903,,,,,
0.7382898000000001,138.58,8439,159,38,325632,-0.07880035589914769,0.0001,0.37346172,1580,0.429052734375,0.2,-0.5213558721356094,0.0021864674363314407,0.8405694514513016,-0.09612613916397095,,,,,
0.74675643,142.02,8496,160,38,327680,-0.0747521742421668,0.0001,0.41301546,1590,0.432470703125,0.2,-0.4747086045332253,0.0024084635957478894,0.8085107207298279,-0.09187778830528259,,,,,
0.74806489,141.66,8552,161,38,329728,-0.07828818968846463,0.0001,0.40003234,1600,0.449609375,0.2,-0.485341667663306,0.0022290766810328932,0.7898569256067276,-0.10797373205423355,,,,,
0.7488814799999998,148.19,8608,162,38,331776,-0.07225271263159812,0.0001,0.390074,1610,0.41240234375,0.2,-0.48025382272899153,0.0024993242081109202,0.8267442435026169,-0.08791215717792511,,,,,
0.7487687900000001,151.12,8668,163,38,333824,-0.07584613704239018,0.0001,0.34829366,1620,0.4287109375,0.2,-0.513995227124542,0.0024028605075727683,0.7897345721721649,-0.08279421180486679,,,,,
0.74219291,155.73,8727,164,38,335872,-0.07128899014787748,0.0001,0.33944437,1630,0.396337890625,0.2,-0.44551231153309345,0.002115587186199264,0.8342743068933487,-0.08515296876430511,,,,,
0.74011327,159.11,8785,165,38,337920,-0.07287156356032938,0.0001,0.53086007,1640,0.464990234375,0.2,-0.552961362618953,0.0021048925780633,0.753682553768158,-0.08092132955789566,,,,,
0.73403043,164.09,8843,166,38,339968,-0.0778662804281339,0.0001,0.35385823,1650,0.46650390625,0.2,-0.5722692447714508,0.0020742132652230793,0.7573030441999435,-0.0973706841468811,,,,,
0.7306159199999999,171.66,8899,167,38,342016,-0.07521584902424365,0.0001,0.46091545,1660,0.4568359375,0.2,-0.5376480401493609,0.0019284417574453982,0.7684899419546127,-0.09602616727352142,,,,,
0.7441974600000001,178.23,8949,168,38,344064,-0.07772790417366196,0.0001,0.3953513,1670,0.448291015625,0.2,-0.5423628374934196,0.001943709684019268,0.8150577247142792,-0.10460227727890015,,,,,
0.72645264,177.93,8999,169,38,346112,-0.07370890166203026,0.0001,0.36075303,1680,0.430419921875,0.2,-0.5002797900699079,0.0017802469494199614,0.8152576833963394,-0.10712537914514542,,,,,
0.72565445,182.42,9050,170,38,348160,-0.07358326739631593,0.0001,0.39273122,1690,0.433544921875,0.2,-0.5099142570979893,0.0024235616694568305,0.756593644618988,-0.09252132475376129,,,,,
0.73048095,182.88,9098,171,38,350208,-0.06927094168204348,0.0001,0.43516442,1700,0.42861328125,0.2,-0.5064387338235974,0.002088890802588139,0.7917406260967255,-0.08586234599351883,,,,,
0.7249751699999999,178.04,9149,172,38,352256,-0.08293505617766642,0.0001,0.41977262,1710,0.461767578125,0.2,-0.5355598243884743,0.0023684156931267353,0.7812494486570358,-0.11775755882263184,,,,,
0.7154898999999999,168.2,9198,173,38,354304,-0.0655585015338147,0.0001,0.38205746,1720,0.4099609375,0.2,-0.4711828105151653,0.0028962706343008903,0.7605081498622894,-0.10013863444328308,,,,,
0.7038503999999999,157.15,9247,174,38,356352,-0.07054064157127868,0.0001,0.45375323,1730,0.4220703125,0.2,-0.48184878965839745,0.002050180265723611,0.8216831535100937,-0.08919379115104675,,,,,
0.6964206300000001,148.71,9300,175,38,358400,-0.07679247040650808,0.0001,0.41829604,1740,0.44677734375,0.2,-0.5210042474791408,0.002686419813289831,0.6589027643203735,-0.1288289725780487,,,,,
0.6902605700000001,144.43,9350,176,38,360448,-0.07248242870555259,0.0001,0.40463305,1750,0.4306640625,0.2,-0.4884482825174928,0.0022119494211437995,0.7683813124895096,-0.12406943738460541,,,,,
0.70506671,147.03,9398,177,38,362496,-0.07363350841915235,0.0001,0.45073497,1760,0.39765625,0.2,-0.4131298787891865,0.002345915928708564,0.6999139487743378,-0.08846225589513779,,,,,
0.70406003,142.16,9447,178,38,364544,-0.07399064745113719,0.0001,0.40251786,1770,0.42900390625,0.2,-0.48318883767351506,0.0016540209901904745,0.8022948056459427,-0.11625219136476517,,,,,
0.70078029,145.88,9498,179,38,366592,-0.06929289641266223,0.0001,0.40158868,1780,0.391943359375,0.2,-0.4319985671900213,0.002305514791623864,0.7744248062372208,-0.09944765269756317,,,,,
0.6744481799999998,143.07,9549,180,38,368640,-0.07389055249514058,0.0001,0.41890597,1790,0.43720703125,0.2,-0.47983737727627157,0.0021980687892209972,0.7798076719045639,-0.0973905622959137,,,,,
0.6795547499999997,144.04,9600,181,38,370688,-0.07182958578050602,0.0001,0.40895844,1800,0.43828125,0.2,-0.5000184889882803,0.0028325967103228324,0.6563679277896881,-0.11333703994750977,,,,,
0.6785850000000001,144.97,9649,182,38,372736,-0.07255960708425846,0.0001,0.32869285,1810,0.4333984375,0.2,-0.4863027987070382,0.0024375425275138694,0.7300379276275635,-0.10298699140548706,,,,,
0.6892172599999999,147.06,9700,183,38,374784,-0.07736974410945549,0.0001,0.48977822,1820,0.447265625,0.2,-0.5244409292936325,0.0021525746828046977,0.7119383811950684,-0.09690473228693008,,,,,
0.67501446,137.5,9750,184,38,376832,-0.07190072730300016,0.0001,0.37331638,1830,0.4380859375,0.2,-0.5228551281616092,0.0022183629909704903,0.7725519239902496,-0.09362362325191498,,,,,
0.6644660200000001,136.35,9800,185,38,378880,-0.06855755112192127,0.0001,0.43027923,1840,0.394873046875,0.2,-0.43638157928362487,0.002381298075306404,0.78975410759449,-0.10198136419057846,,,,,
0.67960842,138.29,9851,186,38,380928,-0.06826596854953096,0.0001,0.52382743,1850,0.400244140625,0.2,-0.3994426656514406,0.003279175574425608,0.6229162514209747,-0.08603707700967789,,,,,
0.67890006,142.6,9902,187,38,382976,-0.06663848418102133,0.0001,0.42567602,1860,0.392724609375,0.2,-0.4276396387256682,0.002274890444095945,0.8021690398454666,-0.09815658628940582,,,,,
0.6794634700000001,147.88,9953,188,38,385024,-0.07802902019175235,0.0001,0.44697213,1870,0.45322265625,0.2,-0.522389661334455,0.0018660961246496298,0.8061940670013428,-0.07844728976488113,,,,,
0.6913222599999999,155.43,10004,189,38,387072,-0.07587549359304831,0.0001,0.43189758,1880,0.462060546875,0.2,-0.540326916333288,0.0016831274724609102,0.8131578266620636,-0.1166606992483139,,,,,
0.69966552,159.51,10056,190,38,389120,-0.07672509526310023,0.0001,0.43027195,1890,0.456640625,0.2,-0.5346358338370919,0.001748890819180815,0.8408661633729935,-0.11323563009500504,,,,,
0.70507617,160.11,10106,191,38,391168,-0.07567117329745088,0.0001,0.48854586,1900,0.437939453125,0.2,-0.4933625287376344,0.0018215558815427358,0.8437440991401672,-0.10213471204042435,,,,,
0.7089551900000001,169.9,10157,192,38,393216,-0.06937705169257243,0.0001,0.46876907,1910,0.443359375,0.2,-0.49741051960736515,0.0019313827021505859,0.8374509662389755,-0.09601898491382599,,,,,
0.6958147100000001,171.14,10207,193,38,395264,-0.07483816429739817,0.0001,0.44454455,1920,0.46513671875,0.2,-0.5615966150537133,0.0017357967353746062,0.8382657319307327,-0.10987336188554764,,,,,
0.70623571,185.24,10258,194,38,397312,-0.06584604495437815,0.0001,0.5150368,1930,0.434228515625,0.2,-0.47636283887550235,0.0033407210485165706,0.6585502028465271,-0.06291348487138748,,,,,
0.7080491600000001,191.5,10309,195,38,399360,-0.07287328293314203,0.0001,0.43531471,1940,0.474560546875,0.2,-0.550763018336147,0.001976449326684815,0.8096490800380707,-0.1104910746216774,,,,,
,,,,,,-0.0704569737717975,0.0001,0.41109726,1950,0.45498046875,0.2,-0.536651499196887,0.002196659498804365,0.7969466596841812,-0.09759268164634705,-0.005604,1.0521,0.7104034500000002,0.7703997678863743,0.22767118184523813
0.7104774800000001,193.15,10464,196,38,401408,,,,,,,,,,,,,,,
0.7108840799999999,195.69,10518,197,38,403456,-0.07333944624406286,0.0001,0.33641496,1960,0.465625,0.2,-0.5827843086794019,0.0016248561764768965,0.8722035139799118,-0.10007212311029434,,,,,
0.71852799,198.34,10571,198,38,405504,-0.08034351837122813,0.0001,0.3656661,1970,0.50537109375,0.2,-0.6650536813773215,0.0015047907389089232,0.8627296537160873,-0.11356251686811447,,,,,
0.71259266,199.12,10625,199,38,407552,-0.08004070639726706,0.0001,0.40234995,1980,0.481201171875,0.2,-0.5814276579767466,0.0013453236804707557,0.898261085152626,-0.11482196301221848,,,,,
0.71179049,202.72,10678,200,38,409600,-0.06515789051481988,0.0001,0.33946562,1990,0.410595703125,0.2,-0.4939506186172366,0.0015029240559670143,0.8752352073788643,-0.10578401386737823,,,,,
0.7186611399999999,211.26,10732,201,38,411648,-0.07605111220909748,0.0001,0.4634381,2000,0.446240234375,0.2,-0.533614416886121,0.0013926080784585793,0.8844362795352936,-0.11614110320806503,,,,,
0.7185454399999999,207.68,10786,202,38,413696,-0.08027488873922266,0.0001,0.52049893,2010,0.48720703125,0.2,-0.5873308255337178,0.0017392253470461584,0.8498377501964569,-0.11196736991405487,,,,,
0.7373369799999998,209.32,10842,203,38,415744,-0.07894684566126671,0.0001,0.5008286,2020,0.47744140625,0.2,-0.5573945471085608,0.0020777749094122557,0.767109751701355,-0.10785975307226181,,,,,
0.75135287,198.63,10893,204,38,417792,-0.07379160490236245,0.0001,0.42209253,2030,0.43544921875,0.2,-0.5022519282065332,0.002217543054030102,0.7869497835636139,-0.09390447288751602,,,,,
0.7408356199999999,200.37,10946,205,38,419840,-0.07178007950424217,0.0001,0.45031318,2040,0.424658203125,0.2,-0.45030162632465365,0.002380543907202082,0.7681794166564941,-0.08487510681152344,,,,,
0.7431889099999998,203.98,10999,206,38,421888,-0.07302343453047797,0.0001,0.39817148,2050,0.44677734375,0.2,-0.5322648496367037,0.002137116697304009,0.7924293130636215,-0.11517158895730972,,,,,
0.74059021,200.63,11054,207,38,423936,-0.07871782227884978,0.0001,0.39293215,2060,0.494873046875,0.2,-0.611093970015645,0.0013624484945466975,0.8640864044427872,-0.10598459839820862,,,,,
0.7317175300000001,189.88,11109,208,38,425984,-0.07649747646355536,0.0001,0.4280275,2070,0.453662109375,0.2,-0.5308130966499448,0.001942619688998093,0.8153110593557358,-0.09057643264532089,,,,,
0.7380239299999998,189.29,11160,209,38,428032,-0.07283997872145846,0.0001,0.42047444,2080,0.4521484375,0.2,-0.48420038912445307,0.0020788348521818987,0.7636907547712326,-0.08456821739673615,,,,,
0.7239993100000001,177.6,11213,210,38,430080,-0.08138146423443686,0.0001,0.5325996,2090,0.47001953125,0.2,-0.5142110635526478,0.0019116081355605274,0.7783087193965912,-0.10053981840610504,,,,,
0.7237818999999999,175.3,11265,211,38,432128,-0.07615202759043313,0.0001,0.39418346,2100,0.454296875,0.2,-0.5062928466126323,0.002158290879742708,0.7434414923191071,-0.09786094725131989,,,,,
0.73816059,179.94,11317,212,38,434176,-0.0744791057833936,0.0001,0.38975367,2110,0.4513671875,0.2,-0.5235207830555737,0.0020252367003195104,0.8007392436265945,-0.08416158705949783,,,,,
0.7550088000000001,189.62,11365,213,38,436224,-0.07649935183580965,0.0001,0.5345681,2120,0.455224609375,0.2,-0.5619205636903644,0.0018202700033725706,0.8358897715806961,-0.09768428653478622,,,,,
0.74918509,194.97,11415,214,38,438272,-0.08135473293950782,0.0001,0.37589514,2130,0.486474609375,0.2,-0.5984474597498775,0.0017906762966958922,0.8576285243034363,-0.07651793211698532,,,,,
0.76044157,190.02,11465,215,38,440320,-0.08341307626687922,0.0001,0.43078476,2140,0.522705078125,0.2,-0.6751072447746992,0.0014300084214482923,0.8764243945479393,-0.1128370463848114,,,,,
0.7599158300000001,184.63,11515,216,38,442368,-0.07730667785799597,0.0001,0.41912764,2150,0.4603515625,0.2,-0.5452823074534535,0.0022110133058959036,0.7767125070095062,-0.09695040434598923,,,,,
0.7692149100000001,187.11,11566,217,38,444416,-0.07713911611936056,0.0001,0.4404503,2160,0.45615234375,0.2,-0.5469203725457191,0.0024415945255896075,0.7989324778318405,-0.09897058457136154,,,,,
0.7678190599999998,191.86,11617,218,38,446464,-0.07713797536853235,0.0001,0.47855824,2170,0.459326171875,0.2,-0.5256048442795873,0.0024340596442925743,0.7634895145893097,-0.12233296781778336,,,,,
0.7491668099999998,191.54,11670,219,38,448512,-0.08080561188980936,0.0001,0.5516902,2180,0.508544921875,0.2,-0.5966588043607771,0.0017595307448573295,0.8013942092657089,-0.0864434763789177,,,,,
0.7626916899999999,193.79,11727,220,38,450560,-0.0696571534674149,0.0001,0.38023704,2190,0.4623046875,0.2,-0.5627788546495139,0.0017713195125907077,0.8507162183523178,-0.08034251630306244,,,,,
0.76177731,197.33,11779,221,38,452608,-0.07782024778716731,0.0001,0.54727954,2200,0.441552734375,0.2,-0.5092634360305965,0.001947369201661786,0.8417028188705444,-0.11588340997695923,,,,,
0.7518931999999999,193.54,11833,222,38,454656,-0.07671629088290502,0.0001,0.4688802,2210,0.446630859375,0.2,-0.5020375587977469,0.0018802608270561904,0.8275617510080338,-0.10560983419418335,,,,,
0.74465695,186.62,11884,223,38,456704,-0.07340590501553379,0.0001,0.4463139,2220,0.422802734375,0.2,-0.4669565229676664,0.002170517254489823,0.811577633023262,-0.08947700262069702,,,,,
0.7300077500000001,183.57,11937,224,38,458752,-0.07612757994793355,0.0001,0.41959196,2230,0.4416015625,0.2,-0.5212934273295105,0.002122110019081447,0.7991949021816254,-0.09568921476602554,,,,,
0.7250651099999997,186.62,11987,225,38,460800,-0.06916431262507103,0.0001,0.4345311,2240,0.435986328125,0.2,-0.4895295785740018,0.0027211201708269074,0.7360070645809174,-0.10289448499679565,,,,,
0.71321047,191.4,12042,226,38,462848,-0.07844204508000985,0.0001,0.46719438,2250,0.4916015625,0.2,-0.5894434536807239,0.0017323520531135727,0.7869846969842911,-0.06160235404968262,,,,,
0.72783879,192.95,12096,227,38,464896,-0.07848915473150556,0.0001,0.47022069,2260,0.469873046875,0.2,-0.5653342683799565,0.0017815459084886242,0.799813911318779,-0.11726873368024826,,,,,
0.7404728,200.94,12151,228,38,466944,-0.08000281272106805,0.0001,0.4461841,2270,0.479052734375,0.2,-0.5651657981798053,0.001500240705354372,0.8642284721136093,-0.11077231168746948,,,,,
0.7317570499999999,198.98,12202,229,38,468992,-0.08033792960341088,0.0001,0.5333264,2280,0.485888671875,0.2,-0.5725887104868889,0.0014462379964243154,0.854634627699852,-0.10330177843570709,,,,,
0.7322393000000001,201.59,12256,230,38,471040,-0.07275574950908777,0.0001,0.6780674,2290,0.439013671875,0.2,-0.48882252257317305,0.0017830164710176178,0.8462885171175003,-0.09189056605100632,,,,,
0.7426289899999999,201.88,12311,231,38,473088,-0.0687574870273238,0.0001,0.3928508,2300,0.43046875,0.2,-0.5081107816658914,0.0017128871262684698,0.8694102615118027,-0.10267485678195953,,,,,
0.7459422500000001,202.19,12363,232,38,475136,-0.07388854536402505,0.0001,0.43729752,2310,0.437548828125,0.2,-0.4808936814777553,0.0014337780089590524,0.8794133141636848,-0.12293197214603424,,,,,
0.73948291,195.9,12416,233,38,477184,-0.0711391913704574,0.0001,0.51532865,2320,0.429541015625,0.2,-0.49686941485852004,0.0016693344758095918,0.8667424023151398,-0.09989485889673233,,,,,
0.7330022700000002,198.88,12467,234,38,479232,-0.059801566490205,0.0001,0.4315263,2330,0.41591796875,0.2,-0.4254104482010007,0.00224118173464376,0.8043113946914673,-0.0949631854891777,,,,,
0.7319097999999999,190.11,12523,235,38,481280,-0.06277284406532999,0.0001,0.48293602,2340,0.44423828125,0.2,-0.4966422106139362,0.0017513454986328725,0.7972686439752579,-0.09143465757369995,,,,,
0.7050394,178.66,12574,236,38,483328,-0.07269326659734361,0.0001,0.5049685,2350,0.44775390625,0.2,-0.4719867430627346,0.002235251471211086,0.7477436661720276,-0.10824455320835114,,,,,
0.7037204199999998,176.18,12628,237,38,485376,-0.06244652849418344,0.0001,0.5072561,2360,0.409765625,0.2,-0.43721098704263567,0.0025242522151529556,0.7511529177427292,-0.10944303125143051,,,,,
0.7041149499999999,178.03,12684,238,38,487424,-0.07705682138330303,0.0001,0.43731576,2370,0.462548828125,0.2,-0.5311824131757021,0.0016826445218612208,0.7844716757535934,-0.09889139980077744,,,,,
0.6990855099999999,182.61,12738,239,38,489472,-0.07904685348621569,0.0001,0.54182625,2380,0.48935546875,0.2,-0.5255654545500874,0.0017008674467433593,0.8261190950870514,-0.10187587141990662,,,,,
0.6943643399999999,189.78,12792,240,38,491520,-0.07880556960590183,0.0001,0.53697294,2390,0.47841796875,0.2,-0.5079031936824322,0.001622675423459441,0.7823241651058197,-0.0946289598941803,,,,,
0.6722322499999999,194.56,12846,241,38,493568,-0.08493317579850554,0.0001,0.8938823,2400,0.52890625,0.2,-0.5116109436377883,0.0011949418792028155,0.816404789686203,-0.10251864790916443,,,,,
0.6701298699999998,200.22,12898,242,38,495616,-0.07408281012903899,0.0001,0.60535145,2410,0.468359375,0.2,-0.4648710467852652,0.0016136952182932874,0.7606515139341354,-0.12376587092876434,,,,,
0.6799917499999999,206.55,12952,243,38,497664,-0.07231001190957613,0.0001,0.580901,2420,0.4689453125,0.2,-0.47842591945081947,0.0014993079348641913,0.8144720494747162,-0.11994482576847076,,,,,
0.68496851,209.49,13005,244,38,499712,-0.06788461770920548,0.0001,0.70495725,2430,0.423876953125,0.2,-0.4460772850550711,0.001672055060043931,0.8290789723396301,-0.08121497184038162,,,,,
,,,,,,-0.07364759237098042,0.0001,0.5100286,2440,0.45224609375,0.2,-0.4943601260893047,0.0015566325544568826,0.8296818733215332,-0.10082048177719116,-0.011685,1.052375,0.68528721,0.5710489185643383,0.2468523217574951
0.6726193899999999,210.13,13171,245,38,501760,,,,,,,,,,,,,,,
0.6891186800000001,213.25,13226,246,38,503808,-0.06966034715296701,0.0001,0.72404253,2450,0.45546875,0.2,-0.3786860947031528,0.002213843852041464,0.7342408895492554,-0.09029772132635117,,,,,
0.6901120100000001,216.23,13277,247,38,505856,-0.07735396811040118,0.0001,0.5653449,2460,0.453173828125,0.2,-0.43883003210648897,0.0019013476858162903,0.7847196757793427,-0.10541611909866333,,,,,
0.69115388,222.96,13331,248,38,507904,-0.0685898618248757,0.0001,0.4857262,2470,0.43759765625,0.2,-0.45154070341959596,0.0017767684508726233,0.8195686936378479,-0.0928487777709961,,,,,
0.67126092,213.2,13384,249,38,509952,-0.07794418894918635,0.0001,0.6095919,2480,0.480029296875,0.2,-0.5075169319286943,0.0012685015249189746,0.8545465618371964,-0.0884711816906929,,,,,
0.67316308,200.97,13435,250,38,512000,-0.06372640581685118,0.0001,0.49571398,2490,0.414697265625,0.2,-0.4437389741651714,0.0022521720642544097,0.8304431885480881,-0.07744520902633667,,,,,
0.7002176999999999,197.68,13488,251,38,514048,-0.07559250877675368,0.0001,0.53702444,2500,0.45283203125,0.2,-0.46207682210952045,0.0019059585907598374,0.8256920576095581,-0.122923843562603,,,,,
0.70510717,198.41,13539,252,38,516096,-0.07467859058233443,0.0001,0.54525524,2510,0.45390625,0.2,-0.492411557212472,0.0018051884419037379,0.8442420363426208,-0.11000417917966843,,,,,
0.7154490699999999,198.97,13590,253,38,518144,-0.07159804226248526,0.0001,0.58407617,2520,0.41640625,0.2,-0.44317662185058,0.0014832241578915273,0.8462963998317719,-0.10803820192813873,,,,,
0.7149440300000001,189.54,13645,254,38,520192,-0.0737294291058788,0.0001,0.49194768,2530,0.43193359375,0.2,-0.4544921088963747,0.0017876637013614527,0.8431049287319183,-0.11327411234378815,,,,,
0.73201641,190.25,13697,255,38,522240,-0.0685018464573659,0.0001,0.42468956,2540,0.426806640625,0.2,-0.4540896345861256,0.0025333469744509784,0.7733010053634644,-0.08727826178073883,,,,,
0.75180145,187.94,13749,256,38,524288,-0.0788644987042062,0.0001,0.42986208,2550,0.48427734375,0.2,-0.5579340245574713,0.0017014612032653531,0.8684044480323792,-0.10237937420606613,,,,,
0.75046069,175.6,13800,257,38,526336,-0.07639627623721026,0.0001,0.5018567,2560,0.433203125,0.2,-0.463650284986943,0.0019854066405969205,0.845409944653511,-0.08874528110027313,,,,,
0.7638457,184.41,13852,258,38,528384,-0.06921557239838876,0.0001,0.46625268,2570,0.438330078125,0.2,-0.5155151317827403,0.0022270746923823024,0.874697357416153,-0.03139202296733856,,,,,
0.7856499499999998,182.73,13904,259,38,530432,-0.07451686376007274,0.0001,0.4788524,2580,0.4548828125,0.2,-0.4881737917661667,0.0019216953915019985,0.8561328798532486,-0.0983579009771347,,,,,
0.7872176500000001,183.52,13957,260,38,532480,-0.0770981037101592,0.0001,0.5227411,2590,0.433544921875,0.2,-0.4589740516617894,0.0016966230507023284,0.8727250248193741,-0.10544488579034805,,,,,
0.75332864,173.99,14008,261,38,534528,-0.07616934641555417,0.0001,0.6162567,2600,0.4689453125,0.2,-0.4957694991491735,0.0016205410747716087,0.8582773208618164,-0.09799684584140778,,,,,
0.6552084100000001,146.63,14062,262,38,536576,-0.06432659548299853,0.0001,0.5893347,2610,0.441845703125,0.2,-0.4742398292757571,0.0031333888011431553,0.6236304342746735,-0.09980654716491699,,,,,
0.6514451,146.31,14115,263,38,538624,-0.06602128270897083,0.0001,0.59581137,2620,0.417236328125,0.2,-0.38960919152013956,0.004836952827463392,0.26623910665512085,-0.0809258446097374,,,,,
0.64278185,143.44,14168,264,38,540672,-0.07710796218016185,0.0001,0.6386491,2630,0.471142578125,0.2,-0.4846679989248514,0.0022594568123167845,0.6947281360626221,-0.09322480112314224,,,,,
0.6242693300000001,134.03,14220,265,38,542720,-0.06253789094334934,0.0001,0.4932282,2640,0.40166015625,0.2,-0.4090978825464845,0.00302116438288067,0.7252277433872223,-0.08629193902015686,,,,,
0.601123,130.23,14274,266,38,544768,-0.07229867323767394,0.0001,0.54435754,2650,0.430029296875,0.2,-0.41361630503088237,0.0021833734388565064,0.7707839012145996,-0.10141079872846603,,,,,
0.62413585,131.97,14327,267,38,546816,-0.0724289802077692,0.0001,0.6378007,2660,0.44609375,0.2,-0.44411809630692006,0.0027669959876220674,0.7101627290248871,-0.08405961841344833,,,,,
0.66431555,136.8,14381,268,38,548864,-0.07557394571776968,0.0001,0.6193001,2670,0.45380859375,0.2,-0.38877217629924415,0.0017130045582234743,0.7982889711856842,-0.11513054370880127,,,,,
0.6953294699999999,150.05,14435,269,38,550912,-0.07148894074780401,0.0001,0.66139364,2680,0.4107421875,0.2,-0.40336381723172965,0.0024758476418355714,0.788617417216301,-0.0846947655081749,,,,,
0.7400083600000003,163.83,14488,270,38,552960,-0.0733271375647746,0.0001,0.6916903,2690,0.47333984375,0.2,-0.45771175548434256,0.0018424292993586278,0.8249807059764862,-0.11361006647348404,,,,,
0.7468764599999999,170.17,14543,271,38,555008,-0.07358002414694056,0.0001,0.6229012,2700,0.439794921875,0.2,-0.4490952787920833,0.002069525802471617,0.833482176065445,-0.08785563707351685,,,,,
0.7453705199999997,168.85,14596,272,38,557056,-0.07837930542009416,0.0001,1.0399237,2710,0.4384765625,0.2,-0.36357235605828464,0.0013204808437876636,0.841506153345108,-0.11374771595001221,,,,,
0.7621320800000001,176.95,14650,273,38,559104,-0.06875935243733693,0.0001,0.61910695,2720,0.37822265625,0.2,-0.3715076824184507,0.0021997877171088475,0.8509678542613983,-0.08996625244617462,,,,,
0.7317647800000002,170.0,14703,274,38,561152,-0.07199455794179813,0.0001,0.6713454,2730,0.412548828125,0.2,-0.39646674022078515,0.002173311974729586,0.8320697993040085,-0.09530986845493317,,,,,
0.7145435800000002,175.02,14809,275,38,563200,-0.0674884512583958,0.0001,0.6405496,2740,0.43671875,0.2,-0.4158103808760643,0.002834344846996828,0.6459485292434692,-0.07456670701503754,,,,,
0.6754856100000001,172.92,14977,276,37,565248,-0.06684746904356871,0.0001,0.6369292,2750,0.462109375,0.2,-0.4544071590527892,0.00252403036247415,0.7132002115249634,-0.08175461739301682,,,,,
0.6015943000000001,150.92,15147,277,37,567296,-0.07376057078654412,0.0001,0.59801555,2760,0.447119140625,0.2,-0.4543718465603888,0.0032967239338177025,0.6679666340351105,-0.07748803496360779,,,,,
0.59656236,141.33,15313,278,37,569344,-0.0669774719455745,0.0001,0.4857319,2770,0.4375,0.2,-0.4489838338457048,0.004038641191073111,0.6121916770935059,-0.060924045741558075,,,,,
