time/time_elapsed,rollout/ep_len_mean,time/iterations,time/fps,time/total_timesteps,rollout/ep_rew_mean,train/explained_variance,train/learning_rate,train/loss,train/entropy_loss,train/n_updates,train/clip_range,train/value_loss,train/clip_fraction,train/approx_kl,train/policy_gradient_loss,train/mean_reward,train/max_reward,train/min_reward,eval/mean_reward,train/std_reward
4620,224.69,87,38,178176,-6.496284999999999,0.13129562139511108,0.0001,-0.053972288966178894,-0.6113424312323332,860,0.2,0.08830655799247325,0.470654296875,0.13733679,-0.08258475106849801,,,,,
4673,223.54,88,38,180224,-6.466755000000001,0.08882021903991699,0.0001,-0.10113535821437836,-0.5502013672143221,870,0.2,0.05578651451942278,0.45078125,0.17185745,-0.08174247991119046,,,,,
4728,233.72,89,38,182272,-6.6943540000000015,0.17230933904647827,0.0001,-0.0941535085439682,-0.590918511711061,880,0.2,0.06378283840167569,0.457470703125,0.16316572,-0.08544641135376878,,,,,
4783,224.85,90,38,184320,-6.479598999999999,0.029383718967437744,0.0001,-0.08647613227367401,-0.5333475978113711,890,0.2,0.04764369071053807,0.44384765625,0.21089357,-0.08133893600897864,,,,,
4835,223.76,91,38,186368,-6.458219000000001,0.18935483694076538,0.0001,-0.07994775474071503,-0.6144853889942169,900,0.2,0.08982397037616466,0.44306640625,0.1445798,-0.08101636249921285,,,,,
4888,231.94,92,38,188416,-6.677388,0.026624023914337158,0.0001,-0.10875774174928665,-0.6310038879513741,910,0.2,0.0885931557728327,0.459716796875,0.1448341,-0.08603788704785983,,,,,
4943,241.53,93,38,190464,-6.905357999999999,0.13279783725738525,0.0001,-0.10559897869825363,-0.5501212203875184,920,0.2,0.05576888520372449,0.476513671875,0.19938487,-0.08523456233670004,,,,,
4995,253.2,94,38,192512,-7.1977340000000005,-0.09923410415649414,0.0001,-0.12042434513568878,-0.5395654851570726,930,0.2,0.04836931560384983,0.45888671875,0.23695657,-0.0847877533902647,,,,,
5051,261.19,95,38,194560,-7.382727,0.04876893758773804,0.0001,-0.1127958595752716,-0.5415152700617909,940,0.2,0.06047890278714476,0.4525390625,0.2112231,-0.08029897043888923,,,,,
5104,271.23,96,38,196608,-7.64548,0.025433003902435303,0.0001,-0.1319020837545395,-0.5005336368456483,950,0.2,0.04199993913134677,0.44462890625,0.22877494,-0.08114253483945504,,,,,
5156,282.98,97,38,198656,-7.9370330000000004,-0.09433746337890625,0.0001,-0.07452526688575745,-0.483083014562726,960,0.2,0.052879614288394806,0.443701171875,0.2520794,-0.07778601071913727,,,,,
,,,,,,-0.021541595458984375,0.0001,-0.1128762736916542,-0.5184655350632965,970,0.2,0.0476696634766995,0.451123046875,0.20312151,-0.07924848663533339,-8.049218999999999,-3.4,-15.6,-6.460460144611716,4.11675617088734
5215,291.37,98,38,200704,-8.136179999999998,,,,,,,,,,,,,,,
5267,293.47,99,38,202752,-8.158996,0.0007562041282653809,0.0001,-0.09951581060886383,-0.5325768574140965,980,0.2,0.04923087932766066,0.460791015625,0.19546819,-0.08027952483098488,,,,,
5322,305.78,100,38,204800,-8.508726,-0.09372758865356445,0.0001,-0.10671354085206985,-0.5373199864290654,990,0.2,0.05929779026337201,0.449951171875,0.22000234,-0.07766195420408621,,,,,
5378,313.77,101,38,206848,-8.704912,0.10913383960723877,0.0001,-0.09884024411439896,-0.5179185836575926,1000,0.2,0.04793285202249535,0.452685546875,0.21283475,-0.08073863410099875,,,,,
5430,329.41,102,38,208896,-9.104485999999998,0.022748053073883057,0.0001,-0.11592549085617065,-0.5401979260146618,1010,0.2,0.04396936565681244,0.466943359375,0.22670725,-0.08566390980849974,,,,,
5483,338.55,103,38,210944,-9.343583,0.06403994560241699,0.0001,-0.09853444993495941,-0.5243651117198169,1020,0.2,0.048358609003480525,0.459912109375,0.2414994,-0.08486290526925586,,,,,
5536,332.8,104,38,212992,-9.237372999999998,-0.1931246519088745,0.0001,-0.10040227323770523,-0.5503761321306229,1030,0.2,0.05205464586470043,0.475048828125,0.21160997,-0.08689367999904789,,,,,
5590,338.82,105,38,215040,-9.3835,-0.013193249702453613,0.0001,-0.11751149594783783,-0.554415775462985,1040,0.2,0.08195403870631708,0.43603515625,0.14985421,-0.08034187360608484,,,,,
5644,338.58,106,38,217088,-9.404889,0.18721693754196167,0.0001,-0.11692436784505844,-0.5821202602237463,1050,0.2,0.059500708424457115,0.4767578125,0.20773582,-0.08945099962293171,,,,,
5696,342.82,107,38,219136,-9.532474999999998,0.17089569568634033,0.0001,-0.11977151036262512,-0.5916565935127437,1060,0.2,0.07306446732400218,0.490380859375,0.20697984,-0.08970842389971949,,,,,
5750,346.42,108,38,221184,-9.634241,0.006516695022583008,0.0001,-0.10508350282907486,-0.5837270602583885,1070,0.2,0.07032782981113997,0.46611328125,0.18378064,-0.07194835847476497,,,,,
5802,343.73,109,38,223232,-9.580020000000001,0.051717519760131836,0.0001,-0.10860814899206161,-0.6250290118157864,1080,0.2,0.07190685600944562,0.479150390625,0.14827576,-0.08025119069498032,,,,,
5855,333.31,110,38,225280,-9.309641999999998,-0.18174326419830322,0.0001,-0.03975500166416168,-0.5774352074600756,1090,0.2,0.08207484307931737,0.486669921875,0.198245,-0.08521060917701107,,,,,
5910,327.21,111,38,227328,-9.198042999999998,-0.09187066555023193,0.0001,-0.08599972724914551,-0.5647384896874428,1100,0.2,0.06513687369297258,0.47890625,0.21697666,-0.08693525665439665,,,,,
5963,319.99,112,38,229376,-9.046845,0.13994687795639038,0.0001,-0.10198204219341278,-0.5573691906407475,1110,0.2,0.04130629693427181,0.498046875,0.22646797,-0.09505746009235735,,,,,
6017,309.28,113,38,231424,-8.779752,0.05940645933151245,0.0001,-0.11227323859930038,-0.5771920092403888,1120,0.2,0.05574708232234116,0.481689453125,0.18119141,-0.08458990189537871,,,,,
6069,317.25,114,38,233472,-9.008135,0.06303107738494873,0.0001,-0.10230059176683426,-0.5834698108024895,1130,0.2,0.06147106073985924,0.483251953125,0.17922363,-0.08528114789514803,,,,,
6123,308.54,115,38,235520,-8.799341,0.09998095035552979,0.0001,-0.12506140768527985,-0.5734984893351793,1140,0.2,0.05031515587470494,0.493115234375,0.22489831,-0.09107810635468923,,,,,
6179,303.0,116,38,237568,-8.667941,0.04894918203353882,0.0001,-0.11156322807073593,-0.5750937172211706,1150,0.2,0.06188805267083808,0.47958984375,0.19775939,-0.08296766953426413,,,,,
6232,298.61,117,38,239616,-8.586544,0.31313782930374146,0.0001,-0.10621299594640732,-0.57879971973598,1160,0.2,0.05101269154256442,0.483447265625,0.18839486,-0.0815160953963641,,,,,
6285,294.48,118,38,241664,-8.476043,0.1002914309501648,0.0001,-0.12522345781326294,-0.5881129902787506,1170,0.2,0.04439774839556776,0.494189453125,0.19386035,-0.09343992269859883,,,,,
6338,287.93,119,38,243712,-8.318442999999998,0.2927027940750122,0.0001,-0.053167909383773804,-0.6152547031641007,1180,0.2,0.08263340260309633,0.482275390625,0.14649242,-0.07763614556170069,,,,,
6392,288.09,120,38,245760,-8.300048,0.06067150831222534,0.0001,-0.08023752272129059,-0.5833457066677511,1190,0.2,0.0775869378579955,0.472802734375,0.16371162,-0.08347823297372088,,,,,
6445,286.17,121,38,247808,-8.25178,0.040032804012298584,0.0001,-0.08486004173755646,-0.6111263100989163,1200,0.2,0.06907300011662301,0.4943359375,0.19420868,-0.08706186420458835,,,,,
6497,290.91,122,38,249856,-8.354692000000002,-0.09499692916870117,0.0001,-0.10786888748407364,-0.6217132933437824,1210,0.2,0.0731689308071509,0.49033203125,0.16646251,-0.09233127009938472,,,,,
6546,290.4,123,38,251904,-8.319870000000002,0.19076913595199585,0.0001,-0.10943421721458435,-0.5847089173272252,1220,0.2,0.059637626152107256,0.491162109375,0.19160777,-0.08532582049374468,,,,,
6595,283.55,124,38,253952,-8.145315,-0.06024503707885742,0.0001,-0.09842182695865631,-0.5854217139072716,1230,0.2,0.06823502780825948,0.51171875,0.22407511,-0.09289439317653887,,,,,
6644,277.69,125,38,256000,-7.998538000000001,-0.035439491271972656,0.0001,-0.1251848340034485,-0.5347591363824904,1240,0.2,0.07516895292355912,0.455029296875,0.19055478,-0.08263814328820444,,,,,
6695,277.26,126,38,258048,-7.9490739999999995,-0.17831838130950928,0.0001,-0.10467465966939926,-0.497622556053102,1250,0.2,0.057900614036771006,0.449169921875,0.22941843,-0.0806848966225516,,,,,
6746,254.29,127,38,260096,-7.363720000000002,0.1765148639678955,0.0001,-0.05217701941728592,-0.5302216688171029,1260,0.2,0.062301247195864565,0.46328125,0.18828063,-0.0747242509125499,,,,,
6798,224.6,128,38,262144,-6.569335999999998,0.181565523147583,0.0001,-0.0742187649011612,-0.5757032251916826,1270,0.2,0.10196842639998067,0.457763671875,0.15607987,-0.08100597254815511,,,,,
6846,223.8,129,38,264192,-6.523944,0.09432655572891235,0.0001,-0.07262945175170898,-0.5912650035694241,1280,0.2,0.10267966106475797,0.441455078125,0.15830487,-0.07594254557916429,,,,,
6897,217.27,130,38,266240,-6.371552,-0.014238119125366211,0.0001,-0.061851006001234055,-0.6022795586846769,1290,0.2,0.08813756240415387,0.46904296875,0.16982794,-0.08341677123389672,,,,,
6952,212.82,131,38,268288,-6.268765000000001,0.03041595220565796,0.0001,-0.11212462931871414,-0.6088380528613925,1300,0.2,0.08986205364271882,0.47001953125,0.17565939,-0.08869206920498982,,,,,
7003,209.46,132,38,270336,-6.167874999999999,0.015239119529724121,0.0001,-0.11319581419229507,-0.5570278809405863,1310,0.2,0.07971882350320811,0.461669921875,0.20366664,-0.0877961195714306,,,,,
7052,202.75,133,38,272384,-6.014933000000001,0.17036807537078857,0.0001,-0.08263428509235382,-0.5756138736382127,1320,0.2,0.08731034787779209,0.46328125,0.17589813,-0.0847495477006305,,,,,
