time/time_elapsed,rollout/ep_len_mean,time/iterations,time/fps,time/total_timesteps,rollout/ep_rew_mean,train/explained_variance,train/learning_rate,train/loss,train/entropy_loss,train/n_updates,train/clip_range,train/value_loss,train/clip_fraction,train/approx_kl,train/policy_gradient_loss,train/mean_reward,train/max_reward,train/min_reward,eval/mean_reward,train/std_reward
7101,202.3,134,38,274432,-5.982149,0.21859514713287354,0.0001,-0.08091457188129425,-0.5692414875142277,1330,0.2,0.07419696737488266,0.4640625,0.18627049,-0.0846371300634928,,,,,
7153,182.34,135,38,276480,-5.442342999999999,-0.0834348201751709,0.0001,-0.10411244630813599,-0.5545733229257166,1340,0.2,0.08336031864964752,0.475634765625,0.2081256,-0.08996190866164397,,,,,
7201,182.1,136,38,278528,-5.414382999999999,0.11407339572906494,0.0001,-0.11774007230997086,-0.5657599360682071,1350,0.2,0.10043649927829393,0.434814453125,0.14082459,-0.08085555957222823,,,,,
7251,189.03,137,38,280576,-5.579900999999999,0.06675213575363159,0.0001,-0.05274948477745056,-0.5229044508188962,1360,0.2,0.12623127136030235,0.417822265625,0.1440315,-0.07554015017522034,,,,,
7303,185.75,138,38,282624,-5.504309999999999,-0.16148746013641357,0.0001,-0.11855032294988632,-0.5266723855398595,1370,0.2,0.08024696060747374,0.463916015625,0.22912243,-0.08602088722982444,,,,,
7353,195.29,139,38,284672,-5.747265,0.22621387243270874,0.0001,-0.0929892361164093,-0.5326138672418892,1380,0.2,0.09064714793639723,0.438916015625,0.18681578,-0.07774518739897758,,,,,
7403,204.99,140,38,286720,-5.990279,0.07947248220443726,0.0001,-0.09954337775707245,-0.5403986933641136,1390,0.2,0.06489308560921928,0.46865234375,0.2267779,-0.08401190026779659,,,,,
7456,212.88,141,38,288768,-6.192679000000001,-0.10590314865112305,0.0001,-0.09359181672334671,-0.5528571569360793,1400,0.2,0.052998106645827645,0.49755859375,0.22115603,-0.08979564055625815,,,,,
7510,228.44,142,38,290816,-6.580242000000001,-0.1890249252319336,0.0001,-0.10447672754526138,-0.5237637375481426,1410,0.2,0.05577270166977542,0.46572265625,0.2680523,-0.08454619513067882,,,,,
7560,235.16,143,38,292864,-6.785208,-0.045461297035217285,0.0001,-0.09886381030082703,-0.45577759919688104,1420,0.2,0.0490668387930782,0.44130859375,0.32138392,-0.07962885720771737,,,,,
7608,233.64,144,38,294912,-6.758949000000001,0.12010514736175537,0.0001,-0.08768066018819809,-0.5639694920741022,1430,0.2,0.06368748131790199,0.4779296875,0.19726595,-0.08370755724026821,,,,,
7658,243.23,145,38,296960,-7.004371,0.11007153987884521,0.0001,-0.1152879074215889,-0.5899967363104224,1440,0.2,0.06576121266989503,0.501708984375,0.20466602,-0.09157753331237473,,,,,
7707,248.91,146,38,299008,-7.191131,0.17921960353851318,0.0001,-0.10357319563627243,-0.5471096039749682,1450,0.2,0.05470947456997237,0.4873046875,0.21567929,-0.08862674121919553,,,,,
,,,,,,0.27210313081741333,0.0001,-0.05447518080472946,-0.5347544051706791,1460,0.2,0.05416758230348932,0.482763671875,0.18675601,-0.08654998915444594,-7.301297,-3.64,-15.36,-9.280220239944175,3.960708077388562
7779,261.3,147,38,301056,-7.504895,,,,,,,,,,,,,,,
7854,273.43,148,38,303104,-7.857578,0.15413206815719604,0.0001,-0.11385717242956161,-0.5022059394977987,1470,0.2,0.04965752588104806,0.4541015625,0.21990696,-0.08146392923372332,,,,,
7985,284.25,149,38,305152,-8.154892,0.29397088289260864,0.0001,-0.129234179854393,-0.5090744634158909,1480,0.2,0.049444657164713135,0.470361328125,0.23274663,-0.0840333583910251,,,,,
8108,294.32,150,37,307200,-8.398859999999999,0.2215954065322876,0.0001,-0.11347223818302155,-0.5301769358105958,1490,0.2,0.056370444767526354,0.4787109375,0.25472644,-0.08741741080884821,,,,,
8232,302.88,151,37,309248,-8.681367,0.012614667415618896,0.0001,-0.12299195677042007,-0.5215863658115267,1500,0.2,0.06360855884413467,0.47265625,0.23433372,-0.08283061620895751,,,,,
8354,301.68,152,37,311296,-8.668866,0.33320552110671997,0.0001,-0.11216829717159271,-0.5799809304066003,1510,0.2,0.07112851548008621,0.482421875,0.19928926,-0.08857491520466283,,,,,
8483,310.77,153,36,313344,-8.938041,0.4024866223335266,0.0001,-0.08484680205583572,-0.49740272387862206,1520,0.2,0.05765648965971195,0.45634765625,0.24035233,-0.07889392886718269,,,,,
8604,302.19,154,36,315392,-8.748649000000002,0.23429471254348755,0.0001,-0.10042757540941238,-0.5575404529459774,1530,0.2,0.07999310760496883,0.461376953125,0.189622,-0.07864533084793948,,,,,
8731,295.47,155,36,317440,-8.574837999999998,0.1926206350326538,0.0001,-0.10436493158340454,-0.5524398890323937,1540,0.2,0.07527851837367053,0.471484375,0.19969463,-0.08300570158753544,,,,,
8855,284.57,156,36,319488,-8.296882,0.3001520037651062,0.0001,-0.11370275169610977,-0.5625355871394276,1550,0.2,0.057018256334413306,0.477099609375,0.18549973,-0.08643259110685904,,,,,
