time/fps,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,rollout/exploration_rate,rollout/ep_rew_mean,time/episodes,train/loss,train/learning_rate,train/n_updates,train/std_reward,train/min_reward,eval/mean_reward,train/max_reward,train/mean_reward
152,493,75354,36.42,0.28413699999999975,0.10356331999999999,2400,3.2944943086476997e-05,0.0001,6338,,,,,
152,494,75429,35.96,0.2834245000000003,0.10346405999999998,2404,8.25409370008856e-05,0.0001,6357,,,,,
151,501,75782,38.18,0.28007099999999996,0.10358996,2408,1.710792275844142e-05,0.0001,6445,,,,,
150,503,75889,32.71,0.2790545000000002,0.10283202,2412,1.756523852236569e-05,0.0001,6472,,,,,
150,505,76003,32.85,0.2779714999999996,0.10283264999999998,2416,8.901114051695913e-05,0.0001,6500,,,,,
149,507,76086,31.69,0.2771830000000002,0.10345087999999997,2420,7.683978765271604e-06,0.0001,6521,,,,,
149,510,76227,32.18,0.2758434999999997,0.10381136999999999,2424,3.723500412888825e-05,0.0001,6556,,,,,
148,513,76360,32.81,0.27458000000000027,0.10505637999999999,2428,9.103822230827063e-05,0.0001,6589,,,,,
148,517,76534,32.96,0.27292700000000014,0.10555434999999999,2432,0.0001163656561402604,0.0001,6633,,,,,
147,519,76679,33.4,0.27154950000000067,0.10642021000000002,2436,1.340073322353419e-05,0.0001,6669,,,,,
147,522,76779,33.07,0.27059949999999966,0.10693041,2440,8.571233593102079e-06,0.0001,6694,,,,,
146,524,76886,32.94,0.269583,0.10702562,2444,8.163359598256648e-05,0.0001,6721,,,,,
145,528,77075,33.52,0.26778750000000007,0.10563370000000001,2448,5.607038110611029e-05,0.0001,6768,,,,,
145,530,77173,33.26,0.2668564999999996,0.10403413000000002,2452,0.00010807253420352936,0.0001,6793,,,,,
144,533,77300,33.52,0.2656499999999997,0.10474997000000003,2456,0.00016593313193880022,0.0001,6824,,,,,
144,535,77384,33.53,0.264852,0.10479787,2460,1.8883323718910106e-05,0.0001,6845,,,,,
144,536,77449,33.2,0.26423450000000015,0.10535298000000003,2464,4.514737884164788e-05,0.0001,6862,,,,,
143,539,77539,32.38,0.2633794999999999,0.10527637000000002,2468,5.3658437536796555e-05,0.0001,6884,,,,,
143,540,77632,31.62,0.26249599999999973,0.10360732,2472,6.542672781506553e-05,0.0001,6907,,,,,
142,548,77986,34.02,0.25913300000000017,0.10677732,2476,2.5631201424403116e-05,0.0001,6996,,,,,
142,549,78070,34.02,0.2583350000000003,0.10627668,2480,6.973181007197127e-05,0.0001,7017,,,,,
141,552,78186,34.06,0.25723300000000027,0.10576067,2484,9.279231744585559e-05,0.0001,7046,,,,,
141,554,78314,32.69,0.25601700000000016,0.10315992000000002,2488,7.025925151538104e-05,0.0001,7078,,,,,
140,557,78462,33.03,0.2546109999999997,0.10342628,2492,1.523639184597414e-05,0.0001,7115,,,,,
140,559,78553,33.02,0.2537465000000002,0.10379300000000001,2496,1.300098119827453e-05,0.0001,7138,,,,,
139,562,78664,33.1,0.25269200000000047,0.10423352,2500,8.06984753580764e-05,0.0001,7165,,,,,
139,564,78795,33.66,0.2514475000000006,0.10512972,2504,9.250768016499933e-06,0.0001,7198,,,,,
139,566,78886,31.04,0.2505829999999999,0.10430893000000001,2508,1.0209048923570663e-05,0.0001,7221,,,,,
139,567,78960,30.71,0.24987999999999977,0.10488418999999999,2512,4.1446328395977616e-05,0.0001,7239,,,,,
138,569,79058,30.55,0.24894900000000042,0.10526954000000002,2516,2.6699055524659343e-05,0.0001,7264,,,,,
138,572,79171,30.85,0.24787550000000014,0.10514949,2520,6.991862755967304e-05,0.0001,7292,,,,,
138,573,79246,30.19,0.2471629999999997,0.10509103,2524,1.2964726010977756e-05,0.0001,7311,,,,,
137,578,79481,31.21,0.24493049999999983,0.10623455000000001,2528,2.0147193936281838e-05,0.0001,7370,,,,,
137,579,79566,30.32,0.24412299999999987,0.10585367999999998,2532,6.192496948642656e-05,0.0001,7391,,,,,
136,585,79865,31.86,0.2412825000000004,0.10620080999999998,2536,3.123113128822297e-05,0.0001,7466,,,,,
136,587,79984,32.05,0.2401519999999996,0.10558873000000002,2540,3.909475344698876e-05,0.0001,7495,,,,,
135,589,80082,31.96,0.23922100000000013,0.10535830999999998,2544,4.310253279982135e-05,0.0001,7520,,,,,
135,591,80187,31.12,0.23822350000000003,0.10612424,2548,3.903744072886184e-05,0.0001,7546,,,,,
135,593,80291,31.18,0.23723550000000004,0.10650148,2552,5.3886476962361485e-05,0.0001,7572,,,,,
134,596,80441,31.41,0.23581050000000014,0.10644355000000001,2556,4.4683336454909295e-05,0.0001,7610,,,,,
134,601,80684,33.0,0.23350200000000032,0.10631566,2560,0.00011866427666973323,0.0001,7670,,,,,
133,605,80836,33.87,0.23205799999999988,0.10751115000000003,2564,0.00011820157669717446,0.0001,7708,,,,,
133,606,80943,34.04,0.23104150000000012,0.10747493999999999,2568,6.347113230731338e-05,0.0001,7735,,,,,
132,612,81235,36.03,0.22826750000000062,0.10873545000000001,2572,2.590240546851419e-05,0.0001,7808,,,,,
132,616,81401,34.15,0.22669049999999957,0.10705544,2576,2.736673559411429e-05,0.0001,7850,,,,,
131,621,81663,35.93,0.22420149999999972,0.10796691000000003,2580,6.547947123181075e-05,0.0001,7915,,,,,
131,624,81802,36.16,0.22288099999999966,0.10873186000000003,2584,5.721627167076804e-05,0.0001,7950,,,,,
130,627,81966,36.52,0.22132300000000016,0.10908155000000001,2588,2.9983388230903074e-05,0.0001,7991,,,,,
129,633,82245,37.83,0.21867249999999994,0.10994677999999998,2592,3.775465302169323e-05,0.0001,8061,,,,,
129,635,82354,38.01,0.21763699999999964,0.11018553,2596,3.393918086658232e-05,0.0001,8088,,,,,
128,640,82546,38.82,0.21581299999999992,0.11362775999999998,2600,0.00010375857527833432,0.0001,8136,,,,,
128,643,82694,38.99,0.21440699999999968,0.11297734999999999,2604,0.00014643050963059068,0.0001,8173,,,,,
128,644,82813,39.27,0.21327649999999987,0.11299342999999999,2608,8.273401908809319e-05,0.0001,8203,,,,,
127,650,83114,41.54,0.21041699999999985,0.11700827999999998,2612,1.714969039312564e-05,0.0001,8278,,,,,
127,653,83274,42.16,0.20889700000000055,0.11746155999999998,2616,5.847391366842203e-05,0.0001,8318,,,,,
127,656,83392,42.21,0.20777599999999996,0.11796639,2620,4.019355765194632e-05,0.0001,8347,,,,,
126,659,83505,42.59,0.20670250000000068,0.11769657,2624,0.0001871491112979129,0.0001,8376,,,,,
126,660,83620,41.39,0.20560999999999985,0.11640357999999999,2628,3.1626819691155106e-05,0.0001,8404,,,,,
126,662,83695,41.29,0.2048975000000004,0.11642574000000003,2632,6.271748134167865e-05,0.0001,8423,,,,,
125,667,83955,40.9,0.20242749999999998,0.11699498,2636,1.5546758731943555e-05,0.0001,8488,,,,,
125,671,84121,41.37,0.20085050000000004,0.11733362,2640,2.901271727751009e-05,0.0001,8530,,,,,
124,680,84554,44.72,0.19673699999999983,0.11857812999999999,2644,0.00012222537770867348,0.0001,8638,,,,,
123,686,84847,46.6,0.1939535,0.11980495999999999,2648,0.00010264212323818356,0.0001,8711,,,,,
123,690,84992,47.01,0.19257600000000052,0.12109947999999998,2652,2.533407496230211e-05,0.0001,8747,,,,,
122,692,85083,46.42,0.1917114999999998,0.12133192,2656,0.00011003129475284368,0.0001,8770,,,,,
122,696,85320,46.36,0.18946000000000063,0.12434909,2660,3.7849626096431166e-05,0.0001,8829,,,,,
122,701,85538,47.02,0.18738900000000003,0.12459811999999999,2664,1.6558933566557243e-05,0.0001,8884,,,,,
120,712,86068,51.25,0.18235399999999968,0.1298375,2668,0.00010045446833828464,0.0001,9016,,,,,
120,714,86177,49.42,0.1813185000000006,0.12947757,2672,7.707284385105595e-05,0.0001,9044,,,,,
120,718,86425,50.24,0.17896250000000025,0.12954944000000002,2676,5.257518932921812e-05,0.0001,9106,,,,,
120,721,86544,48.81,0.17783200000000055,0.12881098,2680,1.2493324902607128e-05,0.0001,9135,,,,,
119,724,86692,48.9,0.1764260000000002,0.12928631999999998,2684,2.1196299712755717e-05,0.0001,9172,,,,,
119,728,86857,48.91,0.17485850000000036,0.13112141,2688,0.00011141065624542534,0.0001,9214,,,,,
119,730,86965,47.2,0.1738325000000004,0.12933838,2692,3.260966332163662e-05,0.0001,9241,,,,,
118,733,87110,47.56,0.1724549999999998,0.13029048,2696,1.898534901556559e-05,0.0001,9277,,,,,
118,735,87236,46.9,0.17125800000000024,0.12663579000000003,2700,3.5327735531609505e-05,0.0001,9308,,,,,
118,738,87362,46.68,0.17006100000000068,0.12714443,2704,4.8366076953243464e-05,0.0001,9340,,,,,
117,743,87576,47.63,0.16802800000000018,0.12675392000000005,2708,2.7250804123468697e-05,0.0001,9393,,,,,
117,749,87864,47.5,0.16529200000000066,0.12353186999999999,2712,2.5858553271973506e-05,0.0001,9465,,,,,
116,752,88031,47.57,0.1637055000000004,0.12341968000000002,2716,5.256133226794191e-05,0.0001,9507,,,,,
116,760,88346,49.54,0.16071299999999966,0.12608689000000003,2720,4.5176842832006514e-05,0.0001,9586,,,,,
116,761,88439,49.34,0.15982949999999962,0.12628165000000002,2724,3.210690920241177e-05,0.0001,9609,,,,,
115,764,88559,49.39,0.15868949999999948,0.1267403,2728,4.4937507482245564e-05,0.0001,9639,,,,,
115,766,88689,49.94,0.15745449999999994,0.12737768,2732,1.3871997907699551e-05,0.0001,9672,,,,,
115,770,88889,49.34,0.15555450000000015,0.12775486,2736,1.7780757843866013e-05,0.0001,9722,,,,,
115,771,89006,48.85,0.15444299999999977,0.12727564,2740,2.591099837445654e-05,0.0001,9751,,,,,
115,774,89126,45.72,0.15330299999999975,0.1262663,2744,1.9820909074041992e-05,0.0001,9781,,,,,
114,779,89396,45.49,0.15073799999999982,0.1277244,2748,0.00011536579404491931,0.0001,9848,,,,,
114,785,89803,48.11,0.14687150000000038,0.12877707,2752,4.234408697811887e-05,0.0001,9950,,,,,
114,788,89943,48.6,0.1455415000000001,0.12874361999999998,2756,1.8046173863695003e-05,0.0001,9985,,,,,
113,790,90070,47.5,0.14433500000000032,0.12619460999999998,2760,0.0001517467899248004,0.0001,10017,,,,,
113,793,90188,46.5,0.14321399999999973,0.12445947,2764,6.199985364219174e-05,0.0001,10046,,,,,
113,796,90318,42.5,0.14197899999999997,0.12039927,2768,2.8535967430798337e-05,0.0001,10079,,,,,
112,801,90507,43.3,0.14018350000000002,0.1217972,2772,2.5141967853414826e-05,0.0001,10126,,,,,
112,803,90615,41.9,0.13915750000000005,0.12047204,2776,9.353478526463732e-05,0.0001,10153,,,,,
112,805,90706,41.62,0.13829300000000055,0.12040424,2780,2.8867158107459545e-05,0.0001,10176,,,,,
112,807,90789,40.97,0.13750449999999992,0.11870467,2784,0.0001264790480490774,0.0001,10197,,,,,
111,814,91117,42.6,0.13438850000000002,0.11822005,2788,5.909169703954831e-05,0.0001,10279,,,,,
111,820,91339,43.74,0.13227949999999944,0.12113969,2792,6.115710129961371e-05,0.0001,10334,,,,,
111,823,91468,43.58,0.13105400000000011,0.11971557000000001,2796,3.314074274385348e-05,0.0001,10366,,,,,
110,827,91623,43.87,0.12958150000000002,0.11999103000000001,2800,4.372167313704267e-05,0.0001,10405,,,,,
110,832,91852,44.9,0.12740599999999958,0.1208356,2804,2.3108113964553922e-05,0.0001,10462,,,,,
110,835,91963,43.87,0.12635149999999995,0.12140658000000001,2808,5.9661961131496355e-05,0.0001,10490,,,,,
109,837,92059,41.95,0.12543950000000015,0.12124615999999999,2812,4.682494909502566e-05,0.0001,10514,,,,,
109,839,92143,41.12,0.1246415000000003,0.12119184999999998,2816,3.0800852982793e-05,0.0001,10535,,,,,
109,844,92359,40.13,0.12258950000000035,0.12019998,2820,8.853033068589866e-05,0.0001,10589,,,,,
109,847,92484,40.45,0.12140200000000001,0.12117322,2824,2.238996239611879e-05,0.0001,10620,,,,,
108,850,92627,40.68,0.12004349999999997,0.12281231999999999,2828,1.8713737517828122e-05,0.0001,10656,,,,,
107,865,93249,45.6,0.1141344999999998,0.12655686,2832,4.7583038394805044e-05,0.0001,10812,,,,,
107,872,93520,46.31,0.11155999999999955,0.12514986,2836,3.316199581604451e-05,0.0001,10879,,,,,
106,877,93724,47.18,0.10962199999999978,0.12696718,2840,2.734364170464687e-05,0.0001,10930,,,,,
105,891,94369,52.43,0.10349449999999982,0.13383505999999998,2844,3.1706476875115186e-05,0.0001,11092,,,,,
105,894,94484,50.88,0.10240199999999999,0.13120274,2848,6.206979742273688e-05,0.0001,11120,,,,,
105,897,94613,48.1,0.10117649999999945,0.13022183,2852,2.51177934842417e-05,0.0001,11153,,,,,
104,904,94906,49.63,0.09839299999999962,0.13142462,2856,6.866655894555151e-05,0.0001,11226,,,,,
104,906,95003,49.33,0.0974715000000006,0.13166399,2860,7.535359327448532e-05,0.0001,11250,,,,,
104,910,95173,49.85,0.09585650000000057,0.13340775000000002,2864,1.5535579223069362e-05,0.0001,11293,,,,,
104,913,95317,49.99,0.0944885000000002,0.13492366999999997,2868,6.698883953504264e-05,0.0001,11329,,,,,
103,921,95626,51.19,0.09155300000000022,0.13762556,2872,9.105233039008453e-05,0.0001,11406,,,,,
102,934,96141,55.26,0.08666049999999981,0.14031421000000002,2876,3.608597398851998e-05,0.0001,11535,,,,,
102,938,96310,56.04,0.08505499999999999,0.14115236,2880,9.980124013964087e-05,0.0001,11577,,,,,
102,941,96454,56.65,0.08368699999999973,0.14393757,2884,1.3982144082547165e-05,0.0001,11613,,,,,
102,945,96628,55.11,0.08203399999999972,0.14317937,2888,1.8671005818760023e-05,0.0001,11656,,,,,
101,952,96947,56.08,0.0790035,0.14521353999999997,2892,2.9574670406873338e-05,0.0001,11736,,,,,
101,956,97095,56.27,0.07759749999999965,0.14890857999999998,2896,8.1000427599065e-05,0.0001,11773,,,,,
101,960,97279,56.56,0.07584950000000001,0.15206228,2900,3.3832333429018036e-05,0.0001,11819,,,,,
101,963,97412,55.6,0.07458599999999949,0.15365294,2904,7.139059744076803e-05,0.0001,11852,,,,,
100,973,97817,58.54,0.0707384999999996,0.15980653000000003,2908,4.5682420022785664e-05,0.0001,11954,,,,,
100,975,97902,58.43,0.06993099999999974,0.15893733,2912,2.3753265850245953e-05,0.0001,11975,,,,,
100,978,98057,59.14,0.06845849999999953,0.15869510999999997,2916,4.09864769608248e-05,0.0001,12014,,,,,
99,984,98278,59.19,0.06635900000000028,0.15948094999999998,2920,2.5208973966073245e-05,0.0001,12069,,,,,
99,987,98419,59.35,0.06501949999999979,0.1589763,2924,5.484838766278699e-05,0.0001,12104,,,,,
99,996,98787,61.6,0.06152350000000051,0.15897477,2928,4.610530595527962e-05,0.0001,12196,,,,,
98,1003,99083,58.34,0.058711499999999806,0.16195111999999998,2932,3.3522373996675014e-05,0.0001,12270,,,,,
98,1006,99226,57.06,0.057352999999999654,0.16249428999999999,2936,6.450914952438325e-05,0.0001,12306,,,,,
98,1009,99370,56.46,0.05598500000000051,0.16160768,2940,1.852220157161355e-05,0.0001,12342,,,,,
,,,,0.050009500000000595,,,4.558169166557491e-05,0.0001,12499,0.09571629906388723,0.079803,0.33652163277830527,0.668402,0.16098085
95,1046,100011,56.42,0.05,0.15931322,2944,0.0002383540413575247,0.0001,12502,,,,,
94,1063,100764,62.8,0.05,0.16478561999999997,2948,3.7130710552446544e-05,0.0001,12690,,,,,
94,1077,101367,67.54,0.05,0.17042843000000002,2952,4.928603084408678e-05,0.0001,12841,,,,,
93,1079,101458,65.52,0.05,0.16920538999999998,2956,4.7406396333826706e-05,0.0001,12864,,,,,
93,1087,101732,67.29,0.05,0.17265088000000003,2960,3.575178197934292e-05,0.0001,12932,,,,,
93,1094,102008,68.35,0.05,0.17401775000000005,2964,7.276167889358476e-05,0.0001,13001,,,,,
93,1096,102090,67.73,0.05,0.17170403999999997,2968,8.391689334530383e-05,0.0001,13022,,,,,
92,1104,102392,67.66,0.05,0.17144434,2972,0.00023734028218314052,0.0001,13097,,,,,
92,1106,102501,63.6,0.05,0.17025417000000004,2976,2.376541669946164e-05,0.0001,13125,,,,,
91,1125,103223,69.13,0.05,0.17893487000000005,2980,7.896649185568094e-05,0.0001,13305,,,,,
90,1147,104158,77.04,0.05,0.18447269999999996,2984,0.00011455874482635409,0.0001,13539,,,,,
90,1155,104429,78.01,0.05,0.18791863,2988,5.050931213190779e-05,0.0001,13607,,,,,
90,1158,104556,76.09,0.05,0.18692902999999997,2992,6.773613131372258e-05,0.0001,13638,,,,,
90,1161,104649,75.54,0.05,0.18409178,2996,6.391436909325421e-05,0.0001,13662,,,,,
89,1169,104968,76.89,0.05,0.18284210999999995,3000,0.0001090805817511864,0.0001,13741,,,,,
89,1181,105495,80.83,0.05,0.18183671,3004,9.532536205369979e-05,0.0001,13873,,,,,
88,1191,105942,81.25,0.05,0.17923824000000002,3008,3.783299325732514e-05,0.0001,13985,,,,,
88,1212,106769,88.67,0.05,0.19682984,3012,5.16850886924658e-05,0.0001,14192,,,,,
87,1230,107529,94.72,0.05,0.21098105000000003,3016,4.726066254079342e-05,0.0001,14382,,,,,
87,1236,107788,95.1,0.05,0.21234366,3020,2.7014739316655323e-05,0.0001,14446,,,,,
87,1239,107887,94.68,0.05,0.21260438999999998,3024,0.00012517371214926243,0.0001,14471,,,,,
86,1244,108099,93.12,0.05,0.21199019000000002,3028,7.431833364535123e-05,0.0001,14524,,,,,
86,1247,108225,91.42,0.05,0.20516563000000002,3032,7.097456546034664e-05,0.0001,14556,,,,,
86,1251,108409,91.83,0.05,0.20616304999999996,3036,2.7719217541744e-05,0.0001,14602,,,,,
86,1257,108629,92.59,0.05,0.20860508999999997,3040,4.301498120184988e-05,0.0001,14657,,,,,
86,1265,108955,89.44,0.05,0.21125125,3044,9.757390944287181e-05,0.0001,14738,,,,,
85,1270,109153,83.89,0.05,0.21226067999999998,3048,4.0411097870673984e-05,0.0001,14788,,,,,
85,1273,109275,79.08,0.05,0.20675294,3052,6.568009848706424e-05,0.0001,14818,,,,,
85,1275,109368,79.1,0.05,0.20636001999999998,3056,0.00010581870446912944,0.0001,14841,,,,,
85,1283,109665,79.33,0.05,0.20623955000000002,3060,0.0001393721904605627,0.0001,14916,,,,,
85,1293,110026,80.18,0.05,0.21338615000000005,3064,5.5839744163677096e-05,0.0001,15006,,,,,
84,1296,110144,80.54,0.05,0.21373726000000004,3068,0.00011028983863070607,0.0001,15035,,,,,
84,1305,110486,80.94,0.05,0.21412767999999996,3072,6.262262468226254e-05,0.0001,15121,,,,,
84,1310,110744,82.43,0.05,0.22084176000000003,3076,4.527647979557514e-05,0.0001,15185,,,,,
84,1314,110934,77.11,0.05,0.21563849999999998,3080,0.00010271256905980408,0.0001,15233,,,,,
84,1326,111422,72.64,0.05,0.22703659,3084,4.8932623030850664e-05,0.0001,15355,,,,,
83,1339,111967,75.38,0.05,0.23293228000000002,3088,0.00023782919743098319,0.0001,15491,,,,,
83,1347,112313,77.57,0.05,0.2369596,3092,2.4241067876573652e-05,0.0001,15578,,,,,
83,1350,112420,77.71,0.05,0.23636922999999999,3096,0.00010156944335903972,0.0001,15604,,,,,
82,1362,112914,79.46,0.05,0.24489093999999997,3100,3.928560909116641e-05,0.0001,15728,,,,,
82,1368,113180,76.85,0.05,0.24962966,3104,2.9318029191927053e-05,0.0001,15794,,,,,
82,1373,113386,74.44,0.05,0.2476896,3108,8.997137774713337e-05,0.0001,15846,,,,,
82,1376,113524,67.55,0.05,0.23206693,3112,3.0878545658197254e-05,0.0001,15880,,,,,
82,1383,113803,62.74,0.05,0.2191649,3116,4.7614783397875726e-05,0.0001,15950,,,,,
82,1389,114072,62.84,0.05,0.21935273,3120,8.898822125047445e-05,0.0001,16017,,,,,
81,1392,114202,63.15,0.05,0.22205197999999995,3124,3.210282375221141e-05,0.0001,16050,,,,,
81,1406,114761,66.62,0.05,0.22228985000000004,3128,4.117831485928036e-05,0.0001,16190,,,,,
81,1412,114994,67.69,0.05,0.22587499999999994,3132,5.517020690604113e-05,0.0001,16248,,,,,
81,1414,115092,66.83,0.05,0.22392696999999998,3136,1.6456833691336215e-05,0.0001,16272,,,,,
81,1423,115449,68.2,0.05,0.23333960999999998,3140,2.0875679183518514e-05,0.0001,16362,,,,,
80,1435,115968,70.13,0.05,0.23627141999999998,3144,5.954366133664735e-05,0.0001,16491,,,,,
80,1439,116109,69.56,0.05,0.23293619999999998,3148,7.790875679347664e-05,0.0001,16527,,,,,
80,1444,116319,70.44,0.05,0.23791252999999998,3152,1.8195711163571104e-05,0.0001,16579,,,,,
80,1447,116437,70.69,0.05,0.23803992999999998,3156,4.60152150481008e-05,0.0001,16609,,,,,
79,1468,117356,76.91,0.05,0.24801552000000004,3160,3.3961201552301645e-05,0.0001,16838,,,,,
79,1481,117907,78.81,0.05,0.24874710999999997,3164,3.303650373709388e-05,0.0001,16976,,,,,
79,1489,118178,80.34,0.05,0.25668005,3168,0.00013420978211797774,0.0001,17044,,,,,
79,1496,118494,80.08,0.05,0.2595468,3172,3.537783049978316e-05,0.0001,17123,,,,,
79,1498,118570,78.26,0.05,0.25132995999999996,3176,2.8616093914024532e-05,0.0001,17142,,,,,
79,1500,118666,77.32,0.05,0.24926171,3180,0.00017114417278207839,0.0001,17166,,,,,
78,1506,118904,74.82,0.05,0.23551623,3184,2.826095987984445e-05,0.0001,17225,,,,,
78,1515,119271,73.04,0.05,0.23129573999999997,3188,2.603387474664487e-05,0.0001,17317,,,,,
78,1518,119367,70.54,0.05,0.22432350999999998,3192,4.393030030769296e-05,0.0001,17341,,,,,
78,1524,119638,72.18,0.05,0.22778620000000005,3196,3.0432860512519255e-05,0.0001,17409,,,,,
78,1532,119957,70.43,0.05,0.22232221,3200,6.273164763115346e-05,0.0001,17489,,,,,
78,1539,120239,70.59,0.05,0.22112699999999996,3204,7.060696225380525e-05,0.0001,17559,,,,,
77,1546,120535,71.49,0.05,0.22207817000000002,3208,9.477449930272996e-05,0.0001,17633,,,,,
77,1561,121167,76.43,0.05,0.23232693,3212,6.224292155820876e-05,0.0001,17791,,,,,
77,1573,121679,78.76,0.05,0.23855770000000004,3216,3.7709476600866765e-05,0.0001,17919,,,,,
77,1585,122187,81.15,0.05,0.24197799,3220,7.196726073743775e-05,0.0001,18046,,,,,
76,1593,122515,83.13,0.05,0.24528239999999996,3224,8.464370330329984e-05,0.0001,18128,,,,,
76,1599,122775,80.14,0.05,0.25151908,3228,8.534287917427719e-05,0.0001,18193,,,,,
76,1605,123073,80.79,0.05,0.25690462,3232,9.885738109005615e-05,0.0001,18268,,,,,
76,1626,123941,88.49,0.05,0.27469932999999996,3236,2.9643071684404276e-05,0.0001,18485,,,,,
75,1647,124845,93.96,0.05,0.27093220999999995,3240,3.628868580562994e-05,0.0001,18711,,,,,
75,1663,125512,95.44,0.05,0.27269632999999993,3244,8.420361700700596e-05,0.0001,18877,,,,,
75,1679,126144,100.35,0.05,0.28106598999999993,3248,3.859962453134358e-05,0.0001,19035,,,,,
74,1686,126485,101.66,0.05,0.28217689999999995,3252,2.6568952307570726e-05,0.0001,19121,,,,,
74,1692,126707,102.7,0.05,0.28794416999999994,3256,2.3762291675666347e-05,0.0001,19176,,,,,
74,1704,127219,98.63,0.05,0.2841266,3260,4.641982013708912e-05,0.0001,19304,,,,,
74,1715,127631,97.24,0.05,0.28087457999999993,3264,4.9062091420637444e-05,0.0001,19407,,,,,
74,1726,128076,98.98,0.05,0.28236891,3268,6.016849874868058e-05,0.0001,19518,,,,,
74,1732,128323,98.29,0.05,0.28121595999999993,3272,4.3744159484049305e-05,0.0001,19580,,,,,
73,1755,129333,107.63,0.05,0.29864885999999996,3276,3.020191979885567e-05,0.0001,19833,,,,,
73,1765,129746,110.8,0.05,0.30781986,3280,3.9403832488460466e-05,0.0001,19936,,,,,
73,1793,130967,120.63,0.05,0.3168997599999999,3284,4.634165088646114e-05,0.0001,20241,,,,,
72,1816,131898,126.27,0.05,0.33039244999999995,3288,4.1791026887949556e-05,0.0001,20474,,,,,
72,1829,132477,131.1,0.05,0.34497692999999996,3292,9.116061846725643e-05,0.0001,20619,,,,,
72,1847,133208,135.7,0.05,0.35590894,3296,3.9678270695731044e-05,0.0001,20801,,,,,
71,1872,134217,142.6,0.05,0.36936774000000006,3300,9.30832902668044e-05,0.0001,21054,,,,,
71,1908,135650,154.11,0.05,0.39083073,3304,6.514204142149538e-05,0.0001,21412,,,,,
70,1935,136718,161.83,0.05,0.40476104,3308,7.862398342695087e-05,0.0001,21679,,,,,
70,1952,137455,162.88,0.05,0.40724636000000003,3312,3.062495670747012e-05,0.0001,21863,,,,,
70,1972,138289,166.1,0.05,0.4171212799999999,3316,2.062279418169055e-05,0.0001,22072,,,,,
69,1985,138833,166.46,0.05,0.42527138000000003,3320,6.802758434787393e-05,0.0001,22208,,,,,
69,1999,139446,169.31,0.05,0.42583566000000006,3324,0.00010962996020680293,0.0001,22361,,,,,
69,2015,140096,173.21,0.05,0.43286252000000003,3328,0.00010032061982201412,0.0001,22523,,,,,
69,2033,140820,177.47,0.05,0.44200713,3332,0.00030026701278984547,0.0001,22704,,,,,
69,2037,141011,170.7,0.05,0.4307682500000001,3336,2.7091320589534007e-05,0.0001,22752,,,,,
69,2043,141267,164.22,0.05,0.4301240400000001,3340,4.668613837566227e-05,0.0001,22816,,,,,
68,2054,141695,161.83,0.05,0.43068051,3344,7.53642016206868e-05,0.0001,22923,,,,,
68,2070,142346,162.02,0.05,0.43800349,3348,0.0002009495219681412,0.0001,23086,,,,,
68,2080,142780,162.95,0.05,0.43862856,3352,7.50681574572809e-05,0.0001,23194,,,,,
68,2097,143496,167.89,0.05,0.45141897999999997,3356,6.163599755382165e-05,0.0001,23373,,,,,
68,2103,143729,165.1,0.05,0.44747855000000003,3360,3.9527760236524045e-05,0.0001,23432,,,,,
68,2112,144092,164.61,0.05,0.44998084000000005,3364,2.708048850763589e-05,0.0001,23522,,,,,
68,2119,144417,163.41,0.05,0.45009133,3368,2.22069320443552e-05,0.0001,23604,,,,,
67,2135,145071,167.48,0.05,0.45864765999999996,3372,3.04226741718594e-05,0.0001,23767,,,,,
67,2142,145371,160.38,0.05,0.44799968000000007,3376,7.551649468950927e-05,0.0001,23842,,,,,
67,2156,145954,162.08,0.05,0.45842042000000016,3380,4.7815017751418054e-05,0.0001,23988,,,,,
67,2170,146533,155.66,0.05,0.46498486000000006,3384,6.734135240549222e-05,0.0001,24133,,,,,
67,2175,146728,148.3,0.05,0.45275115000000005,3388,1.812826667446643e-05,0.0001,24181,,,,,
67,2191,147424,149.47,0.05,0.45921752,3392,5.1946968596894294e-05,0.0001,24355,,,,,
67,2198,147712,145.04,0.05,0.45271589999999995,3396,2.0443352696020156e-05,0.0001,24427,,,,,
67,2208,148130,139.13,0.05,0.44509909999999997,3400,3.643036325229332e-05,0.0001,24532,,,,,
66,2221,148620,129.7,0.05,0.42983280999999995,3404,6.691468297503889e-05,0.0001,24654,,,,,
66,2229,148956,122.38,0.05,0.42550371,3408,3.33799616782926e-05,0.0001,24738,,,,,
66,2247,149710,122.55,0.05,0.4363833199999999,3412,5.850834713783115e-05,0.0001,24927,,,,,
66,2260,150261,119.72,0.05,0.43110192999999997,3416,2.522042086638976e-05,0.0001,25065,,,,,
66,2270,150650,118.17,0.05,0.4268895,3420,2.1855230443179607e-05,0.0001,25162,,,,,
66,2278,150966,115.2,0.05,0.42815099,3424,3.095282590948045e-05,0.0001,25241,,,,,
66,2286,151336,112.4,0.05,0.42855777000000006,3428,2.239480454591103e-05,0.0001,25333,,,,,
66,2293,151627,108.07,0.05,0.41876475999999996,3432,0.00016076077008619905,0.0001,25406,,,,,
65,2308,152237,112.26,0.05,0.42664181,3436,7.230685878312215e-05,0.0001,25559,,,,,
